,,,Start location LRP,Start location Offset,Start location Chainage,End location LRP,End location Offset,End location Chainage,Length (Km),Traffic Data Heavy Truck,Traffic Data Medium Truck,Traffic Data Small Truck,Traffic Data Large Bus,Traffic Data Medium Bus,Traffic Data Micro Bus,Traffic Data Utility,Traffic Data Car,Traffic Data Auto Rickshaw,Traffic Data Motor Cycle,Traffic Data Bi-Cycle,Traffic Data Cycle Rickshaw,Traffic Data Cart,Total Motorized,Total Non Motorized,Total Total AADT,Traffic (AADT)
1467,R601-2,Sujanagar (int.with Z6030)-Nazirganj (int.with R602),LRP019,204,18.384,LRP037,748,36.928,18.544,8.0,184.0,212.0,0.0,72.0,62.0,17.0,18.0,1390.0,990.0,974.0,1068.0,11.0,2953.0,2053.0,5006.0,5006.0
1468,R601-3,Nazirganj (int.with R602)-Baderhat,LRP037,748,36.928,LRP053,11,52.435,15.507,8.0,184.0,212.0,0.0,72.0,62.0,17.0,18.0,1390.0,990.0,974.0,1068.0,11.0,2953.0,2053.0,5006.0,5006.0
1472,R602-1,Nazirganj-Nazirganj Ferry Gaht,LRPS,0,0,LRPS,1415,1.415,1.415,0.0,73.0,51.0,10.0,3.0,24.0,2.0,3.0,429.0,469.0,535.0,827.0,0.0,1064.0,1362.0,2426.0,2426.0
1476,R603-1,Pabna-Paksey (Int.with N704),LRPS,0,0,LRP022,769,21.922,21.922,1.0,102.0,70.0,1.0,36.0,40.0,27.0,13.0,1660.0,1231.0,1133.0,304.0,1.0,3181.0,1438.0,4619.0,4619.0
1477,R603-2,Paksey (Int.with N704)-Paksey (EPZ),LRP022,769,21.922,LRPE,0,25.795,3.873,1.0,102.0,70.0,1.0,36.0,40.0,27.0,13.0,1660.0,1231.0,1133.0,304.0,1.0,3181.0,1438.0,4619.0,4619.0
1481,R604-1,Tebunia-Chatmohor (Int.with Z6021),LRPS,0,0,LRP019,628,18.624,18.624,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0
1482,R604-2,Chatmohor (Int.with Z6021)-Int.with Z6029,LRP019,628,18.624,LRP019,2308,20.304,1.680,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0
1483,R604-3,Chatmohor (Int.with Z6029)-Int.with Z5209,LRP019,2308,20.304,LRP019,4038,22.034,1.730,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0
1484,R604-4,Chatmohor (Int.with Z5209)-Hamkuria (Int.with N507),LRP019,4038,22.034,LRPE,0,40.58,18.546,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0
1488,R605-1,Sujangar-Lalan Shah Bridge,LRPS,0,0,LRPS,42650,42.65,42.650,1.0,178.0,130.0,6.0,92.0,53.0,22.0,22.0,2302.0,689.0,277.0,196.0,0.0,3495.0,473.0,3968.0,3968.0
1492,R681-1,Bijoynagar-Uzanpara(Matikata),LRPS,0,0,LRPS,13230,13.23,13.230,20.0,91.0,122.0,47.0,46.0,24.0,20.0,21.0,851.0,465.0,640.0,208.0,0.0,1707.0,848.0,2555.0,2555.0
1496,R682-1,Shah Niamat Ullah College-Dhaka Bus Stand,LRPS,0,0,LRPE,0,1.33,1.330,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
1500,R685-1,Rajshahi (Bindur More)-Aam Chattar(Int.with N603),LRPS,0,0,LRP004a,0,3.995,3.995,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0
1501,R685-2,Aam Chattar(Int.with N603)-Mohonpur (Int.with Z6851),LRP004a,0,3.995,LRP021,365,21.42,17.425,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0
1502,R685-3,"Mohonpur (Int.with Z6851)-Mohonpur, Sahipara(Int.with Z6853)",LRP021,365,21.42,LRP024,1000,24.12,2.700,11.0,532.0,409.0,399.0,404.0,490.0,289.0,337.0,4118.0,2702.0,2750.0,1802.0,0.0,9691.0,4552.0,14243.0,14243.0
1503,R685-4,"Mohonpur, Sahipara(Int.with Z6853)-Manda (Int.with Z6852)",LRP024,1000,24.12,LRP049,210,48.535,24.415,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0
1504,R685-5,Manda (Int.with Z6852)-Chowmasia(int.with R545),LRP049,210,48.535,LRPE,0,66.42,17.885,6.0,454.0,276.0,257.0,203.0,169.0,279.0,150.0,1066.0,1104.0,296.0,214.0,0.0,3964.0,510.0,4474.0,4474.0
1508,R710-1,Ahaladipur-Rajbari (Int.with Z7102),LRPS,0,0,LRP011,155,11.045,11.045,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0
1509,R710-2,Rajbari (Int.with Z7102)-Bagmara (int.with R711),LRP011,155,11.045,LRP014,375,14.175,3.130,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0
1510,R710-3,Bagmara (int.with R711)-Tottipur(int.with R712),LRP014,375,14.175,LRP042,740,42.51,28.335,9.0,374.0,176.0,84.0,201.0,168.0,31.0,174.0,1222.0,865.0,247.0,417.0,0.0,3304.0,664.0,3968.0,3968.0
1511,R710-4,Tottipur(int.with R712)-Khoksha(Int.with Z7105),LRP042,740,42.51,LRP047,850,47.65,5.140,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0
1512,R710-5,Khoksha(Int.with Z7105)-Charaikhal(Int.with R713),LRP047,850,47.65,LRP063,520,63.55,15.900,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0
1513,R710-6,Charaikhal(Int.with R713)-Kushtia (Chourhash)int.with N704,LRP063,520,63.55,LRPE,0,73.11,9.560,11.0,597.0,594.0,223.0,206.0,159.0,125.0,139.0,1627.0,1447.0,944.0,787.0,0.0,5128.0,1731.0,6859.0,6859.0
1517,R711-1,Bagmara(Int.with R710)-Joukura Ferryghat,LRPS,0,0,LRPS,6480,6.48,6.480,32.0,906.0,949.0,58.0,72.0,57.0,53.0,53.0,1034.0,515.0,245.0,516.0,0.0,3729.0,761.0,4490.0,4490.0
1521,R712-1,Tottipur-Machpara,LRPS,0,0,LRP001,1965,2.22,2.220,4.0,42.0,78.0,5.0,5.0,8.0,7.0,90.0,967.0,747.0,735.0,580.0,0.0,1953.0,1315.0,3268.0,3268.0
1525,R713-1,Alauddin Ali more(int.with R710)-Shelaidah,LRPS,0,0,LRP004,1435,5.435,5.435,0.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,879.0,829.0,555.0,553.0,0.0,1812.0,1108.0,2920.0,2920.0
1529,R720-1,Magura (int.with N7)-Narail(int.with N806),LRPS,0,0,LRP046,1005,47.01,47.010,0.0,50.0,33.0,15.0,80.0,81.0,53.0,43.0,707.0,582.0,710.0,741.0,0.0,1644.0,1451.0,3095.0,3095.0
1533,R743-1,Jibannagar(int.with R748)-Duttanagar(int.with Z7023),LRPS,0,0,LRPE,0,4.86,4.860,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
1537,R745-1,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),LRPS,0,0,LRP011,140,9.906,9.906,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1538,R745-2,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),LRP011,140,9.906,LRP020,40,18.809,8.903,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1539,R745-3,Sadarpur (int.with Z7465)-Bamundi (int.with Z7456),LRP020,40,18.809,LRP030,1080,29.869,11.060,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1540,R745-4,Bamundi (int.with Z7456)-Gangni(int.with Z7452),LRP030,1080,29.869,LRP041,775,40.569,10.700,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1541,R745-5,Gangni(int.with Z7452)-Int.with Z7467,LRP041,775,40.569,LRP049,838,48.623,8.054,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1542,R745-6,Int.with Z7467-Meherpur(int.with R746),LRP049,838,48.623,LRP054,970,53.74,5.117,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1543,R745-7,Meherpur(int.with R746)-Chuadanga(int.with R748),LRP054,970,53.74,LRP079,1870,79.325,25.585,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1544,R745-8,Chuadanga(int.with R748)-Chuadanga(int.with R747),LRP079,1870,79.325,LRP079,2915,80.37,1.045,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1545,R745-9,Chuadanga(int.with R747)-Dakbanglow Bazar(int.with Z7460),LRP079,2915,80.37,LRP103,250,101.975,21.605,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1546,R745-10,Dakbanglow Bazar(int.with Z7460)-DC Office(int.with Z7457),LRP103,250,101.975,LRP116,159,114.975,13.000,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1547,R745-11,DC Office(int.with Z7457)-Int.with N712,LRP116,159,114.975,LRP116,1202,116.018,1.043,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1548,R745-12L,Int.with N712-Jhinaidah(int.with N703) (Left),LRP116,1202,116.018,LRPE,0,116.818,0.800,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1549,R745-12R,Int.with N712-Jhinaidah(int.with N703) (Right),LRP116,1202,116.018,LRPE,0,116.818,0.800,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1553,R746-1,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),LRPS,0,0,LRP013,960,13.84,13.840,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1554,R746-2,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,LRP013,960,13.84,LRPE,0,15.636,1.796,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1558,R747-1,Bottoli-Halsha Rail Bazar(int.with Z7465),LRPS,0,0,LRP013,1365,13.374,13.374,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0
1559,R747-2,Halsha Rail Bazar(int.with Z7465)-Alamdanga(int.with Z7456),LRP013,1365,13.374,LRP024,2037,25.265,11.891,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0
1560,R747-3,Alamdanga(int.with Z7456)-Chuadanga,LRP024,2037,25.265,LRPE,0,43.468,18.203,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0
1564,R748-1,Chuadanga-Darsana(int.with R749),LRPS,0,0,LRP018,340,18.375,18.375,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0
1565,R748-2,Darsana(int.with R749)-Khalishpur(int.with Z7023),LRP018,340,18.375,LRP044,533,44.678,26.303,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1566,R748-3,Khalishpur(int.with Z7023)-Kotchandpur(int.with Z7024),LRP044,533,44.678,LRP052,567,52.642,7.964,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1567,R748-4,Kotchandpur(int.with Z7024)-Chandpara (int.with Z7489),LRP052,567,52.642,LRP058,935,58.99,6.348,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1568,R748-5,Chandpara (int.with Z7489)-Kaliganj,LRP058,935,58.99,LRP065,832,65.882,6.892,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0
1572,R749-1,Darsana-Mujibnagar(kedarganj) Int.with R746),LRPS,0,0,LRP023,5440,28.445,28.445,14.0,74.0,205.0,44.0,31.0,33.0,33.0,21.0,1321.0,1207.0,2144.0,1147.0,0.0,2983.0,3291.0,6274.0,6274.0
1576,R755-1,Rajarhat-Sutighata (int.with Z7058),LRPS,0,0,LRP003,788,3.22,3.220,56.0,422.0,361.0,207.0,77.0,80.0,9.0,82.0,877.0,1185.0,841.0,567.0,1.0,3356.0,1409.0,4765.0,4765.0
1577,R755-2,Sutighata(int.with Z7058)-Monirampur(int.with Z7551),LRP003,788,3.22,LRP013,538,12.968,9.748,56.0,422.0,361.0,207.0,77.0,80.0,9.0,82.0,877.0,1185.0,841.0,567.0,1.0,3356.0,1409.0,4765.0,4765.0
1578,R755-3,Monirampur(int.with Z7551)-Keshabpur (int.with Z7553),LRP013,538,12.968,LRP027,346,26.752,13.784,56.0,422.0,361.0,207.0,77.0,80.0,9.0,82.0,877.0,1185.0,841.0,567.0,1.0,3356.0,1409.0,4765.0,4765.0
1579,R755-4,Keshabpur (int.with Z7553)-Chuknagar (int.with R760),LRP027,346,26.752,LRPE,0,38.265,11.513,56.0,422.0,361.0,207.0,77.0,80.0,9.0,82.0,877.0,1185.0,841.0,567.0,1.0,3356.0,1409.0,4765.0,4765.0
1583,R760-1,Khulna bus stand - Intersection with N709,LRPS,0,0,LRP004,884,4.615,4.615,13.0,778.0,586.0,376.0,458.0,279.0,262.0,338.0,4574.0,3633.0,3109.0,3074.0,9.0,11297.0,6192.0,17489.0,17489.0
1584,R760-2,Intersection With N709 - Chuknagar ( Int with R755),LRP004,884,4.615,LRP030,533,30.246,25.631,49.0,861.0,611.0,422.0,422.0,295.0,148.0,176.0,938.0,990.0,725.0,750.0,0.0,4912.0,1475.0,6387.0,6387.0
1585,R760-3,Chuknagar ( Int with R755)- Satkhira,LRP030,533,30.246,LRPE,0,58.5,28.254,49.0,861.0,611.0,422.0,422.0,295.0,148.0,176.0,938.0,990.0,725.0,750.0,0.0,4912.0,1475.0,6387.0,6387.0
1589,R765-1,Navaran-Kolaroa (Int.with Z7552),LRPS,0,0,LRP025,1044,25.035,25.035,19.0,350.0,421.0,125.0,312.0,122.0,46.0,99.0,1165.0,1034.0,639.0,723.0,0.0,3693.0,1362.0,5055.0,5055.0
1590,R765-2,Kolaroa (Int.with Z7552)-Satkhira,LRP025,1044,25.035,LRPE,0,42.943,17.908,19.0,350.0,421.0,125.0,312.0,122.0,46.0,99.0,1165.0,1034.0,639.0,723.0,0.0,3693.0,1362.0,5055.0,5055.0
1594,R770-1,Noapara-Khan Jahan Ali (R) Mazar more (Int.with R771),LRPS,0,0,LRP013,1740,14.24,14.240,52.0,177.0,241.0,153.0,246.0,117.0,75.0,103.0,1056.0,1316.0,879.0,1012.0,0.0,3536.0,1891.0,5427.0,5427.0
1595,R770-2,Khan Jahan Ali (R) Mazar more (Int.with R771) -Bagerhat Bus Stand(Int.with R772),LRP013,1740,14.24,LRP017,1773,18.303,4.063,52.0,177.0,241.0,153.0,246.0,117.0,75.0,103.0,1056.0,1316.0,879.0,1012.0,0.0,3536.0,1891.0,5427.0,5427.0
1596,R770-3,Bagerhat Bus Stand(Int.with R772)-Signboard (Int.with Z7702),LRP017,1773,18.303,LRP027,16,26.466,8.163,52.0,177.0,241.0,153.0,246.0,117.0,75.0,103.0,1056.0,1316.0,879.0,1012.0,0.0,3536.0,1891.0,5427.0,5427.0
1597,R770-4,Signboard (Int.with Z7702)-Pirojpur (Bus Stand)Int.with R870,LRP027,16,26.466,LRP041,275,41.075,14.609,52.0,177.0,241.0,153.0,246.0,117.0,75.0,103.0,1056.0,1316.0,879.0,1012.0,0.0,3536.0,1891.0,5427.0,5427.0
1598,R770-5,Pirojpur (Bus Stand) Int.with R870-Pirojpur (CO office More),LRP041,275,41.075,LRPE,0,42.78,1.705,52.0,177.0,241.0,153.0,246.0,117.0,75.0,103.0,1056.0,1316.0,879.0,1012.0,0.0,3536.0,1891.0,5427.0,5427.0
1602,R771-1,Rupsha (East)-Fakirhat(Int.with N805),LRPS,0,0,LRP013,1215,14.585,14.585,0.0,46.0,49.0,3.0,16.0,23.0,45.0,38.0,1124.0,1063.0,1208.0,785.0,0.0,2407.0,1993.0,4400.0,4400.0
1603,R771-2,"Fakirhat(Int.with N805)-Khan Jahan Ali Mazar, Bagerhat",LRP013,1215,14.585,LRPE,0,31.18,16.595,0.0,44.0,105.0,0.0,28.0,6.0,0.0,8.0,702.0,495.0,318.0,148.0,0.0,1388.0,466.0,1854.0,1854.0
1607,R772-1,Bus Stand-Basabati,LRPS,0,0,LRPS,630,0.63,0.630,0.0,40.0,156.0,104.0,106.0,116.0,42.0,26.0,884.0,840.0,916.0,1306.0,0.0,2314.0,2222.0,4536.0,4536.0
1611,R801-1,Jurain-Chashara,LRPS,0,0,LRPE,0,10,10.000,60.0,2749.0,1536.0,58.0,1188.0,1138.0,131.0,1514.0,2908.0,1416.0,995.0,1762.0,0.0,12698.0,2757.0,15455.0,15455.0
1615,R802-1,Bishwa Road (Kamlapur)-Trimohoni,LRPS,0,0,LRPS,4456,4.456,4.456,60.0,2749.0,1536.0,58.0,1188.0,1138.0,131.0,1514.0,2908.0,1416.0,995.0,1762.0,0.0,12698.0,2757.0,15455.0,15455.0
1619,R810-1,Postagola-Panchaboti (Int.with R812),LRPS,0,0,LRPS,8070,8.07,8.070,60.0,2749.0,1536.0,58.0,1188.0,1138.0,131.0,1514.0,2908.0,1416.0,995.0,1762.0,0.0,12698.0,2757.0,15455.0,15455.0
1620,R810-2,Panchaboti (Int.with R812)-Chashara,LRPS,8070,8.07,LRPE,0,10.642,2.572,60.0,2749.0,1536.0,58.0,1188.0,1138.0,131.0,1514.0,2908.0,1416.0,995.0,1762.0,0.0,12698.0,2757.0,15455.0,15455.0
1624,R812-1,Fatulla (Panchaboti)-Muktarpur Bus Stand,LRPS,0,0,LRP011a,0,10.159,10.159,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1625,R812-2,Muktarpur Bus Stand-Int.with Z8121,LRP011a,0,10.159,LRP011a,1841,12,1.841,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1626,R812-3,Int.with Z8121-Hatimara (Int.with Z8004),LRP011a,1841,12,LRP014,845,13.22,1.220,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1627,R812-4,Hatimara(Int.with Z8004)-Mawa,LRP014,845,13.22,LRPE,0,42.285,29.065,0.0,82.0,91.0,0.0,26.0,238.0,26.0,97.0,1428.0,410.0,186.0,560.0,0.0,2398.0,746.0,3144.0,3144.0
1631,R813-1,Mukterpur Ferryghat-Munshuganj (int.with Z8121),LRPS,0,0,LRPS,3378,3.378,3.378,1.0,340.0,310.0,21.0,131.0,197.0,31.0,165.0,2988.0,578.0,559.0,2265.0,0.0,4762.0,2824.0,7586.0,7586.0
1635,R814-1,Int with R812(Dhaka End)-Muktarpur Ferry Ghat End,LRPS,0,0,LRPS,1285,1.285,1.285,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1636,R814-2,Muktarpur Ferry Ghat-End-Int.with R813,LRPS,1285,1.285,LRPS,1295,1.295,0.010,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1637,R814-3,Int.with R813-Int.with R812 at Muktarpur,LRPS,1295,1.295,LRPE,0,2.034,0.739,65.0,1082.0,407.0,0.0,741.0,616.0,106.0,617.0,3589.0,600.0,612.0,1442.0,0.0,7823.0,2054.0,9877.0,9877.0
1641,R820-1,Kadamtoli More (int.with N802)-Konakhola(Int.with Z8002),LRPS,0,0,LRP006a,0,5.973,5.973,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0
1642,R820-2,Konakhola(Int.with Z8002)-Ruhitpur(Int.with Z5069),LRP006a,0,5.973,LRP007,3736,10.166,4.193,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0
1643,R820-3,Ruhitpur(Int.with Z5069)-Kharsur (Int.with Z8003),LRP007,3736,10.166,LRP019,2721,21.711,11.545,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0
1644,R820-4,Kharsur (Int.with Z8003)-Tikarpur(int.with Z8204),LRP019,2721,21.711,LRP024,2578,26.016,4.305,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0
1645,R820-5,Tikarpur (int.with Z8204) -Dohar (Bashtala)int with Z8207,LRP024,2578,26.016,LRP041,802,41.911,15.895,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0
1646,R820-6,Dohar (Bashtala)int with Z8207-Meghula (Int.with Z8204),LRP041,802,41.911,LRP049,888,49.591,7.680,0.0,204.0,374.0,159.0,139.0,302.0,39.0,442.0,2621.0,505.0,114.0,641.0,0.0,4785.0,755.0,5540.0,5540.0
1647,R820-7,Meghula (Int.with Z8204)-Fultala(Int.with Z8205),LRP049,888,49.591,LRP055,771,55.758,6.167,0.0,183.0,244.0,164.0,138.0,210.0,76.0,356.0,1335.0,460.0,61.0,268.0,0.0,3166.0,329.0,3495.0,3495.0
1648,R820-8,Fultala(Int.with Z8205)-Srinagar (Int.with N8),LRP055,771,55.758,LRPE,0,72.052,16.294,0.0,183.0,244.0,164.0,138.0,210.0,76.0,356.0,1335.0,460.0,61.0,268.0,0.0,3166.0,329.0,3495.0,3495.0
1652,R821-1,Sreenagar (int.with N8)-Sreenagar Bazar(int.with R820),LRPS,0,0,LRPS,1285,1.285,1.285,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0
1656,R822-1,Sreenagar Upazilla (int.with R820)-UNO Office,LRPS,0,0,LRPS,1924,1.924,1.924,0.0,117.0,84.0,149.0,192.0,90.0,34.0,55.0,2446.0,851.0,274.0,1132.0,0.0,4018.0,1406.0,5424.0,5424.0
1660,R850-1,Takerhat-Gaindhasur (int.with Z8412),LRPS,0,0,LRP019,720,19.07,19.070,38.0,468.0,277.0,151.0,161.0,69.0,34.0,47.0,1234.0,751.0,86.0,673.0,0.0,3230.0,759.0,3989.0,3989.0
1661,R850-2,Gaindhasur (int.with Z8412)-Haridashpur Bridge(Int.with N805),LRP019,720,19.07,LRP035,740,35.09,16.020,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0
1662,R850-3,Haridashpur Bridge(Int.with N805)-Borashi (Int.with Z8408),LRP035,740,35.09,LRP039,580,38.46,3.370,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0
1663,R850-4,Borashi (Int.with Z8408)-Mollahat,LRP039,580,38.46,LRPE,0,44.83,6.370,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0
1667,R851-1,Gopalganj Town-Bus Terminal,LRPS,0,0,LRPE,0,0.65,0.650,38.0,468.0,277.0,151.0,161.0,69.0,34.0,47.0,1234.0,751.0,86.0,673.0,0.0,3230.0,759.0,3989.0,3989.0
1671,R860-1,Mostafapur-Iterpool (Int.with Z8603),LRPS,0,0,LRP005,900,6,6.000,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0
1672,R860-2,Iterpool (Int.with Z8603)-Madaripur (Int.with Z8604),LRP005,900,6,LRP008,420,8.518,2.518,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0
1673,R860-3,Madaripur (Int.with Z8604)-Kazirtek(Int.with Z8611),LRP008,420,8.518,LRP012,133,12.561,4.043,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0
1674,R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861),LRP012,133,12.561,LRP016,6126,22.531,9.970,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0
1675,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601),LRP016,6126,22.531,LRP027,1304,28.627,6.096,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0
1676,R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403),LRP027,1304,28.627,LRP056,7255,63.829,35.202,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0
